Word,Length,SUBTLCD,Pron
subsystems,10,0.05,"s""Vb.s%I.st@mz"
subtracted,10,0.05,"s@b.tr""akt.@d"
sufferer,8,0.05,"s""V.f@`.@`"
sufficiency,11,0.05,"s@.f""I.Sn=.si"
sugarcane,9,0.05,"S""U.g@`.k%en"
sumac,5,0.05,"s""u.mak"
summing,7,0.05,"s""Vm.IN"
sunbaked,8,0.05,"s""Vn.b%ekt"
sunfish,7,0.05,"s""Vn.f%IS"
superego,8,0.05,"s%u.p@`.""i.go"
superfine,9,0.05,"s%u.p@`.f""aIn"
superlative,11,0.05,"su.p""3`.l@.4Iv"
stouthearted,12,0.05,"staUt.""hArtId"
straggling,10,0.05,"str""a.gl=.IN"
streetcars,10,0.05,"str""it.k%Arz"
stupefy,7,0.05,"st""u.p@.faI"
stupefying,10,0.05,"st""u.p@.f%aI.IN"
subcontract,11,0.05,"s""Vb.k@n.tr%akt"
stabled,7,0.05,"st""e.bl=d"
stagnate,8,0.05,"st""ag.net"
stairways,9,0.05,"st""Er.w%ez"
Stalinist,9,0.05,"st""A.lIn.Ist"
statehouse,10,0.05,"st""eth%aUs"
steadfastly,11,0.05,"st""Ed.f%ast.li"
steeled,7,0.05,"st""ild"
stenography,11,0.05,"stE.n""A.gr@.fi"
stepchildren,12,0.05,"st""Ep.tS%Il.dr@n"
stepmothers,11,0.05,"st""Ep.m%V.D@`z"
steppe,6,0.05,"st""Ep"
sternly,7,0.05,"st""3`n.li"
speculators,11,0.05,"sp""E.kj@.l%e4.@`z"
spermatozoa,11,0.05,NULL
splay,5,0.05,"spl""e"
springboard,11,0.05,"spr""IN.b%Ord"
squatted,8,0.05,"skw""A4.@d"
squinted,8,0.05,"skw""In4.@d"
sociologically,14,0.05,"s%o.S@.l""A.dZIk.li"
solidity,8,0.05,"s@.l""I4.@.4i"
solvency,8,0.05,"s""Al.vn=.si"
soma,4,0.05,"""som@"
sooty,5,0.05,"s""U4.i"
soreness,8,0.05,"s""Or.n@s"
sororities,10,0.05,"s@`.r""O.r@.4iz"
sortie,6,0.05,"s""Or.4i"
slapdash,8,0.05,"sl""ap.d%aS"
slavish,7,0.05,"sl""ev.IS"
sleeveless,10,0.05,"sl""iv.l@s"
signposts,9,0.05,"s""aIn.p%osts"
silhouetted,11,0.05,"s%I.lu.""E4.@d"
simplifies,10,0.05,"s""Im.pl@.faIz"
skilfully,9,0.05,"sk""Il.fl=.i"
slacken,7,0.05,"sl""ak.@n"
shantytown,10,0.05,"S""an.4i.t%aUn"
sharecropper,12,0.05,"S""Er.kr%Ap.@`"
shawls,6,0.05,"S""Olz"
shinbone,8,0.05,"S""In.b%on"
shortfall,9,0.05,"S""Ort.f%Ol"
sedimentary,11,0.05,"s%E.4@.m""En4.@`.ri"
semantic,8,0.05,"sI.m""an.4Ik"
Semitic,7,0.05,"s@.m""I4.Ik"
senatorial,10,0.05,"s%E.n@t.""Or.i@l"
sensitized,10,0.05,"s""En.s@.taIzd"
sepulchre,9,0.05,"s""E.pl=.k@`"
shabbily,8,0.05,"S""a.b@.li"
scimitar,8,0.05,"s""I.mI.4@`"
scooting,8,0.05,"sk""u4.IN"
scoreboards,11,0.05,"sk""Or.b%Ordz"
scornful,8,0.05,"sk""Orn.fUl"
Scotchman,9,0.05,"sk""AtS.m@n"
scraper,7,0.05,"skr""ep.@`"
scrubby,7,0.05,"skr""Vb.i"
scruple,7,0.05,"skr""u.pl="
sculptural,10,0.05,"sk""Vlp.tS@`.@l"
seabed,6,0.05,"s""i.b%Ed"
secede,6,0.05,"sI.s""id"
secretariat,11,0.05,"s%E.kr@.t""E.ri@t"
sadden,6,0.05,"s""ad.n="
salivate,8,0.05,"s""a.l@.vet"
sandcastle,10,0.05,"""sand%kAs@l"
sandpiper,9,0.05,"s""and.p%aIp.@`"
sate,4,0.05,"s""et"
satirist,8,0.05,"s""a.4@r.Ist"
sauced,6,0.05,"s""Ost"
scampering,10,0.05,"sk""am.p@`.IN"
romanticizing,13,0.05,"ro.m""an.4Is.%aIz.IN"
rosaries,8,0.05,"r""oz.@`.riz"
roughness,9,0.05,"r""Vf.n@s"
rudderless,10,0.05,"r""V.4@`.l@s"
rudiment,8,0.05,"r""u.4@.m@nt"
ruinous,7,0.05,"r""u@n.@s"
rulings,7,0.05,"r""ul.INz"
russet,6,0.05,"r""V.sIt"
saccharine,10,0.05,"s""a.k@`.rin"
reuse,5,0.05,"r%i.j""uz"
revamp,6,0.05,"r%i.v""amp"
reversion,9,0.05,"rI.v""3`.Zn="
rhomboid,8,0.05,"r""Am.bOId"
riddling,8,0.05,"r""I.4l=.IN"
rigger,6,0.05,"r""Ig.@`"
rippled,7,0.05,"r""I.pl=d"
riverbanks,10,0.05,"r""I.v@`.b%aNks"
repercussion,12,0.05,"r%i.p@`.k""V.Sn="
repudiating,11,0.05,"rI.pj""u.4i.%e4.IN"
reserving,9,0.05,"rI.z""3`v.IN"
resounds,8,0.05,"rI.z""aUndz"
restaurateur,12,0.05,"r%E.st@`.r@.t""3`"
restorative,11,0.05,"rI.st""Or.@.4Iv"
resurgence,10,0.05,"rI.s""3`dZ.@ns"
retailing,9,0.05,"r""i.tel.IN"
retainers,9,0.05,"rI.t""en.@`z"
retaliating,11,0.05,"rI.t""a.li.%e4.IN"
retch,5,0.05,"r""EtS"
retold,6,0.05,"r%i.t""old"
regenerates,11,0.05,"rI.dZ""E.n@`.rets"
regimented,10,0.05,"r""E.dZ@.m%En4.@d"
regimentation,13,0.05,"r%E.dZ@.mEnt.""e.Sn="
regurgitation,13,0.05,"rI.g%3`.dZI.t""e.Sn="
relational,10,0.05,"rI.l""e.Sn=.@l"
relented,8,0.05,"rI.l""En4.@d"
remaking,8,0.05,"r%i.m""ek.IN"
reminiscence,12,0.05,"r%E.m@.n""Is.n=s"
reminiscences,13,0.05,"r%E.m@.n""Is.n=s.@z"
remoteness,10,0.05,"rI.m""ot.n@s"
renunciation,12,0.05,"rI.n%Vn.si.""e.Sn="
reorder,7,0.05,"r%i.""Or.4@`"
repatriate,10,0.05,"ri.p""e.tri.et"
rebuff,6,0.05,"rI.b""Vf"
recessive,9,0.05,"rI.s""Es.Iv"
reclassified,12,0.05,"r%i.kl""as.@.faId"
reconsideration,15,0.05,"r%i.k@n.s%I.4@`.""e.Sn="
recreates,9,0.05,"r%i.kri.""ets"
recuperation,12,0.05,"rI.k%u.p@`.r""e.Sn="
redcoat,7,0.05,"r""Ed.k%ot"
reedy,5,0.05,"r""i4.i"
refurbish,9,0.05,"r%i.f""3`.bIS"
radiogram,9,0.05,"r""e.4i.o.gr%am"
rambles,7,0.05,"r""am.bl=z"
rapidity,8,0.05,"r@.p""I4.@.4i"
rapprochement,13,0.05,"r%a.proS.m""An"
ratification,12,0.05,"r%a.4@.f@.k""e.Sn="
rationalizations,16,0.05,"r%aS.nl=.@z.""e.Sn=z"
rattan,6,0.05,"ra.t""an"
reanimate,9,0.05,"r%i.""a.n@.met"
reappraisal,11,0.05,"r%i@.pr""ez.l="
rearguard,9,0.05,"r""Ir.g%Ard"
rearmament,10,0.05,"r%i.""Arm.@.m@nt"
pupal,5,0.05,"pj""u.p@l"
purges,6,0.05,"p""3`dZ.@z"
purport,7,0.05,"p@`.p""Ort"
quadriceps,10,0.05,"kw""A.dr@.s%Eps"
quadrupled,10,0.05,"kwA.dr""u.pl=d"
qualitatively,13,0.05,"kw""A.l@.t%e.4Iv.li"
quantifiable,12,0.05,"kw""An.4@.f%aI@.bl="
quarterfinal,12,0.05,"kw%Or.4@`.f""aI.nl="
queerest,8,0.05,"kw""Ir.Ist"
quasar,6,0.05,"kw""e.zAr"
queried,7,0.05,"kw""I.rid"
quilted,7,0.05,"kw""Ilt.@d"
quintessence,12,0.05,"kwIn.t""E.sn=s"
proprietors,11,0.05,"pr@.pr""aI@.4@`z"
prorate,7,0.05,"pro.r""et"
provocatively,13,0.05,"pr@.v""Ak.@.4Iv.li"
pruned,6,0.05,"pr""und"
psychoanalyse,13,0.05,"s%aI.ko.""a.nl=.aIz"
publically,10,0.05,"p""V.blIk.li"
publicizing,11,0.05,"p""V.blIs.%aIz.IN"
puckering,9,0.05,"p""V.k@`.IN"
prerogatives,12,0.05,"prI.r""A.g@.4Ivz"
Priam,5,0.05,"""praI@m"
priestly,8,0.05,"pr""ist.li"
processional,12,0.05,"pr@.s""E.Sn=.@l"
proffer,7,0.05,"pr""A.f@`"
profundity,10,0.05,"pr@.f""Vn4.@.4i"
progesterone,12,0.05,"pro""dZEst@%ron"
populist,8,0.05,"p""A.pj@.lIst"
portage,7,0.05,"p""Or4.IdZ"
potable,7,0.05,"p""o.4@.bl="
pouted,6,0.05,"p""aU4.@d"
powerboat,9,0.05,"p""aUr.b%ot"
praiseworthy,12,0.05,"pr""ez.w%3`.Di"
predictability,14,0.05,"pr@.d%Ikt.@.b""Il.@.4i"
prefabricated,13,0.05,"pr%i.f""a.brIk.%e4.@d"
preheat,7,0.05,"pr%i.h""it"
plasticity,10,0.05,"pla.st""Is.@.4i"
plowshares,10,0.05,"pl""aU.S%Erz"
pock,4,0.05,"p""Ak"
poky,4,0.05,"p""ok.i"
polarization,12,0.05,"p%ol.@`.@z.""e.Sn="
policed,7,0.05,"p@.l""ist"
pomposity,9,0.05,"pAmp.""As.@.4i"
piddle,6,0.05,"p""I.4l="
piecework,9,0.05,"p""is.w%3`k"
pigeonhole,10,0.05,"p""I.dZ@n.h%ol"
pilgrimages,11,0.05,"p""Il.grIm.IdZ.@z"
pimento,7,0.05,"pI.m""En.4o"
pinafore,8,0.05,"p""I.n@.f%Or"
pinholes,8,0.05,"p""In.h%olz"
pinpointing,11,0.05,"p""In.p%OIn4.IN"
pipers,6,0.05,"p""aIp.@`z"
pizzicato,9,0.05,"p%It.sI.k""A.4o"
placating,9,0.05,"pl""e.ke4.IN"
perceptible,11,0.05,"p@`.s""Ept.@.bl="
percolator,10,0.05,"p""3`.k@.l%e4.@`"
perfectionism,13,0.05,"p@`.f""Ek.Sn=.%I.zm="
perforations,12,0.05,"p%3`.f@`.r""e.Sn=z"
perishes,8,0.05,"p""E.rIS.@z"
permeate,8,0.05,"p""3`.mi.et"
perpetrate,10,0.05,"p""3`.p@.tret"
persecutor,10,0.05,"p""3`.s@.kj%u4.@`"
persimmon,9,0.05,"p@`.s""I.m@n"
pervades,8,0.05,"p@`.v""edz"
perversely,10,0.05,"p@`.v""3`s.li"
pestle,6,0.05,"p""E.sl="
philanthropy,12,0.05,"fI.l""an.Tr@p.i"
philosophic,11,0.05,"f%I.l@.s""A.fIk"
parliaments,11,0.05,"p""Ar.l@.m@nts"
parsnip,7,0.05,"p""Ar.snIp"
partaking,9,0.05,"pAr.t""ek.IN"
partings,8,0.05,"p""Ar4.INz"
partook,7,0.05,"pAr.t""Uk"
pathfinder,10,0.05,"p""aT.f%aIn4.@`"
patroness,9,0.05,"p""e.tr@n.@s"
paunchy,7,0.05,"p""OntS.i"
peasantry,9,0.05,"p""E.zn=.tri"
pejorative,10,0.05,"p@.dZ""O.r@.4Iv"
oxygenate,9,0.05,"""Ak.sI.dZ@n.et"
palpitation,11,0.05,"p%al.p@.t""e.Sn="
papist,6,0.05,"p""e.pIst"
parables,8,0.05,"p""a.r@.bl=z"
parentheses,11,0.05,"p@`.r""En.T@.siz"
oriole,6,0.05,"""O.ri.ol"
ornithology,11,0.05,"%Or.n@.T""A.l@.dZi"
orthodoxy,9,0.05,"""Or.T@.d%Aks.i"
oscilloscope,12,0.05,"@.s""I.l@.sk%op"
outermost,9,0.05,"""aU4.@`.m%ost"
outfielder,10,0.05,"""aUt.f%ild.@`"
outflow,7,0.05,"""aUt.fl%o"
outmaneuvered,13,0.05,"%aUt.m@.n""u.v@`d"
outmatched,10,0.05,"%aUt.m""atSt"
outplayed,9,0.05,"%aUt.pl""ed"
outrages,8,0.05,"""aUt.r%edZ.@z"
outstrip,8,0.05,"%aUt.str""Ip"
overburdened,12,0.05,"%o.v@`.b""3`.dn=d"
overdeveloped,13,0.05,"%o.v@`.dI.v""E.l@pt"
overdraft,9,0.05,"""o.v@`.dr%aft"
overeating,10,0.05,"%o.v@`.""i4.IN"
overfeed,8,0.05,"%o.v@`.f""id"
overlords,9,0.05,"""o.v@`.l%Ordz"
overpowers,10,0.05,"%o.v@`.p""aUrz"
oversimplified,14,0.05,"%o.v@`.s""Im.pl@.faId"
overstatement,13,0.05,"%o.v@`.st""et.m@nt"
octagonal,9,0.05,"Ak.t""a.g@n.l="
octane,6,0.05,"""Ak.ten"
octaves,7,0.05,"""Ak.tIvz"
ohm,3,0.05,"""om"
oilman,6,0.05,"""OIl.m%an"
oleander,8,0.05,"%o.li.""an.4@`"
ombudsman,9,0.05,"""Am.bUdz.m@n"
omnibus,7,0.05,"""Am.n@.b@s"
omniscience,11,0.05,"Am.n""I.S@ns"
onetime,7,0.05,"w""Vn.t%aIm"
onus,4,0.05,"""o.n@s"
oozed,5,0.05,"""uzd"
optician,8,0.05,"Ap.t""I.Sn="
oration,7,0.05,"@`.r""e.Sn="
orchestrations,14,0.05,"%Or.kI.str""e.Sn=z"
orgiastic,9,0.05,"%Or.dZi.""ast.Ik"
origination,11,0.05,"@`.r%I.dZ@n.""e.Sn="
nourishes,9,0.05,"n""3`.rIS.@z"
Nov,3,0.05,"n""ov"
oafs,4,0.05,"""ofs"
obelisk,7,0.05,"""A.b@.lIsk"
obligingly,10,0.05,"@.bl""aIdZ.IN.li"
observable,10,0.05,"@b.z""3`v.@.bl="
occidental,10,0.05,"%Ak.s@.d""En4.l="
needled,7,0.05,"n""i.4l=d"
neonatal,8,0.05,"n%i.o.n""e.4l="
nightdress,10,0.05,"n""aIt.dr%Es"
nightlight,10,0.05,"""naIt.laIt"
nihilism,8,0.05,"n""aI@.l%I.zm="
nihilist,8,0.05,"n""aI@.lIst"
ninepence,9,0.05,"n""aIn.p@ns"
nocturne,8,0.05,"n""Ak.t3`n"
nonmetallic,11,0.05,"n%An.m@.t""al.Ik"
muddied,7,0.05,"m""V4.id"
muddling,8,0.05,"m""V.4l=.IN"
multiplicity,12,0.05,"m%Vl.t@.pl""I.s@.4i"
mummify,7,0.05,"m""V.m@.faI"
mused,5,0.05,"mj""uzd"
mutineer,8,0.05,"mj%u.tn=.""Ir"
muzzles,7,0.05,"m""V.zl=z"
Mylar,5,0.05,"m""aIl%Ar"
myocardium,10,0.05,"maI@.k""Ar.4i@m"
nakedly,7,0.05,"n""e.k@d.li"
natal,5,0.05,"n""e.4l="
nationalistic,13,0.05,"n%aS.nl=.""Ist.Ik"
mollified,9,0.05,"m""A.l@.faId"
mollify,7,0.05,"m""A.l@.faI"
mollusc,7,0.05,"m""A.l@sk"
monastic,8,0.05,"m@.n""a.stIk"
moneylender,11,0.05,"m""V.ni.l%En4.@`"
monger,6,0.05,"m""VN.g@`"
monochrome,10,0.05,"m""A.n@.kr%om"
monogamist,10,0.05,"m@.n""A.g@.mIst"
monolithic,10,0.05,"m%A.n@.l""IT.Ik"
Montpelier,10,0.05,"m%on.p""El.je"
moonless,8,0.05,"m""un.l@s"
moonstruck,10,0.05,"m""un.str%Vk"
mortification,13,0.05,"m%Or.4@.f@.k""e.Sn="
Moslem,6,0.05,"m""Az.lIm"
mosques,7,0.05,"m""Asks"
motifs,6,0.05,"mo.t""ifs"
mountaineering,14,0.05,"m%aUn.tn=.""Ir.IN"
mournfully,10,0.05,"m""Orn.fl=.i"
militarism,10,0.05,"m""I.lI.4@`.r%I.zm="
mimicry,7,0.05,"m""I.mI.kri"
minced,6,0.05,"m""Inst"
minestrone,10,0.05,"m%I.nI.str""o.ni"
miniatures,10,0.05,"m""I.ni@.tS@`z"
ministerial,11,0.05,"m%I.nI.st""Ir.i@l"
misanthrope,11,0.05,"m""I.sn=.Tr%op"
misbehavior,11,0.05,"m%Is.bI.h""ev.j@`"
misdeal,7,0.05,"m""Is.dil"
miscalculations,15,0.05,"m%Is.kal.kj@.l""e.Sn=z"
mishmash,8,0.05,"m""IS.maS"
misinterpretation,17,0.05,"m%Is.In.4@`.pr@t.""e.Sn="
misquote,8,0.05,"mIs.kw""ot"
misrepresentation,17,0.05,"m%Is.rE.prI.zEnt.""e.Sn="
missive,7,0.05,"m""I.sIv"
mistral,7,0.05,"m""I.strAl"
mistrusted,10,0.05,"mIs.tr""Vst.@d"
mixtures,8,0.05,"m""Iks.tS@`z"
mockingly,9,0.05,"m""Ak.IN.li"
meeker,6,0.05,"m""ik.@`"
melange,7,0.05,"me.l""anZ"
memoranda,9,0.05,"m%E.m@`.r""an.4@"
menstruate,10,0.05,"m""En.stru.et"
microscopically,15,0.05,"m%aI.kr@.sk""Ap.Ik.li"
midmorning,10,0.05,"m%Id.m""Or.nIN"
mantlepiece,11,0.05,"m""an.4l=.p%is"
marauder,8,0.05,"m@`.r""O4.@`"
marshaling,10,0.05,"m""ArS@lIN"
marveled,8,0.05,"m""Ar.vl=d"
masterfully,11,0.05,"m""a.st@`.fl=.i"
mavericks,9,0.05,"m""a.v@`.rIks"
maximizes,9,0.05,"m""ak.s@.m%aIz.@z"
lyre,4,0.05,"l""aIr"
mackintosh,10,0.05,"m""a.kIn.t%AS"
macrobiotic,11,0.05,"m%a.kro.baI.""A.4Ik"
magistrates,11,0.05,"m""a.dZI.strets"
magnetically,12,0.05,"mag.n""E4.Ik.li"
magnifies,9,0.05,"m""ag.n@.faIz"
maidenhood,10,0.05,"""medn=%hUd"
mailbag,7,0.05,"m""el.b%ag"
maladjustment,13,0.05,"m%al.@.dZ""Vst.m@nt"
maligned,8,0.05,"m@.l""aInd"
manors,6,0.05,"m""a.n@`z"
lithography,11,0.05,"lI.T""A.gr@.fi"
litigate,8,0.05,"l""I.4@.get"
lockout,7,0.05,"l""Ak.%aUt"
logjam,6,0.05,"l""Og.dZam"
loll,4,0.05,"l""Al"
longitudinal,12,0.05,"l%An.dZ@.t""ud.n=.@l"
lovebird,8,0.05,"l""Vv.b%3`d"
loyalists,9,0.05,"l""OI@l.Ists"
lubber,6,0.05,"l""V.b@`"
lucks,5,0.05,"l""@ks"
luminary,8,0.05,"l""u.m@.n%E.ri"
luminescence,12,0.05,"l%u.m@.n""Es.n=s"
lessening,9,0.05,"l""Es.n=.IN"
Levis,5,0.05,"l""i.vaIz"
libertines,10,0.05,"l""I.b@`.t%inz"
libidinous,10,0.05,"lI.b""I.dn=.@s"
liens,5,0.05,"l""i@nz"
limpid,6,0.05,"l""Im.pId"
lingual,7,0.05,"l""IN.gw@l"
linguists,9,0.05,"l""IN.gwIsts"
lackadaisical,13,0.05,"l%a.k@.d""e.zIk.l="
lactic,6,0.05,"l""ak.tIk"
lagged,6,0.05,"l""agd"
lairs,5,0.05,"l""Erz"
landlubber,10,0.05,"l""and.l%V.b@`"
lanyard,7,0.05,"l""an.j@`d"
lattice,7,0.05,"l""a.4@s"
laud,4,0.05,"l""Od"
laymen,6,0.05,"l""e.m@n"
leaches,7,0.05,"l""itS@z"
lechery,7,0.05,"l""E.tS@`.i"
lectern,7,0.05,"l""Ek.t3`n"
ledges,6,0.05,"l""EdZ.@z"
jutting,7,0.05,"dZ""V4.IN"
kingfisher,10,0.05,"k""IN.f%IS.@`"
knickerbockers,14,0.05,"n""I.k@`.b%A.k@`z"
knobby,6,0.05,"n""Ab.i"
knoweth,7,0.05,"n""o.IT"
irrespective,12,0.05,"%I.rI.sp""Ekt.Iv"
irreversibly,12,0.05,"%I.rI.v""3`s.@.bli"
Islam,5,0.05,"Iz.l""Am"
Islamic,7,0.05,"Iz.l""Am.Ik"
isthmus,7,0.05,"""IsT.m@s"
jetsam,6,0.05,"dZ""Et.sm="
jocund,6,0.05,"dZ""A.k@nd"
jowl,4,0.05,"dZ""aUl"
internalize,11,0.05,"In.t""3`.nl=.aIz"
interplay,9,0.05,"""In.4@`.pl%e"
interrelated,12,0.05,"%In.4@`.rI.l""e4.@d"
interviewee,11,0.05,"%In.4@`.vj%u.""i"
intramural,10,0.05,"%In.tr@.mj""U.r@l"
intransigent,12,0.05,"In.tr""an.sI.dZ@nt"
intrinsically,13,0.05,"In.tr""In.sIk.li"
invariable,10,0.05,"In.v""E.ri@.bl="
invitational,12,0.05,"%In.vIt.""e.Sn=.@l"
Iraqi,5,0.05,"I.r""Ak.i"
inhibits,8,0.05,"In.h""I.b@ts"
inseminate,10,0.05,"In.s""E.m@.net"
insensible,10,0.05,"In.s""Ens.@.bl="
inshore,7,0.05,"%In.S""Or"
instigating,11,0.05,"""In.st@.g%e4.IN"
integrating,11,0.05,"""In.4@.gr%e4.IN"
intemperate,11,0.05,"In.t""Em.p@`.r@t"
intercession,12,0.05,"%In.4@`.s""E.Sn="
interdict,9,0.05,"""In.4@`.d%Ikt"
incurs,6,0.05,"IN.k""3`z"
intercollegiate,15,0.05,"%In.4@`.k@.l""idZ.i@t"
interconnectedness,18,0.05,"%In.4@`.k@.n""Ekt.@d.n@s"
interdiction,12,0.05,"%In.4@`.d""Ik.Sn="
incubate,8,0.05,"""IN.kj@.bet"
indefatigable,13,0.05,"%In.4I.f""a.4I.g@.bl="
indexes,7,0.05,"""In.dEks.@z"
indexing,8,0.05,"""In.dEks.IN"
individualists,14,0.05,"%In.4@.v""I.dZu@l.Ists"
indoctrinate,12,0.05,"In.d""Ak.tr@n.et"
indolent,8,0.05,"""In.4@.l@nt"
indulgences,11,0.05,"In.d""VldZ.@ns.@z"
infantryman,11,0.05,"""In.f@n.tri.m@n"
infernally,10,0.05,"In.f""3`.nl=.i"
infuriate,9,0.05,"In.fj""U.ri.et"
impala,6,0.05,"Im""pal@"
imperil,7,0.05,"Im.p""E.r@l"
imperishable,12,0.05,"Im.p""E.rIS.@.bl="
impermeable,11,0.05,"Im.p""3`.mi@.bl="
impinging,9,0.05,"Im.p""IndZ.IN"
importation,11,0.05,"%Im.pOrt.""e.Sn="
impressionism,13,0.05,"Im.pr""E.Sn=.%I.zm="
inadequately,12,0.05,"In.""a.4@.kw@t.li"
Inca,4,0.05,"""IN.k@"
inadvisable,11,0.05,"%In.@d.v""aIz.@.bl="
inattentive,11,0.05,"%In.@.t""En4.Iv"
inauspicious,12,0.05,"%In.O.sp""IS.@s"
incendiaries,12,0.05,"In.s""En.4i.%E.riz"
incineration,12,0.05,"In.s%I.n@`.r""e.Sn="
incipient,9,0.05,"In.s""I.pi@nt"
hydrophobia,11,0.05,"h%aI.dr@.f""o.bi@"
hypocrisies,11,0.05,"hI.p""A.kr@.siz"
hypothesize,11,0.05,"haI.p""A.T@.saIz"
ibis,4,0.05,"""aI.bIs"
illegality,10,0.05,"%I.lI.g""al.@.4i"
imbecility,10,0.05,"%Im.b@.s""Il.@.4i"
immemorial,10,0.05,"%I.m@.m""O.ri@l"
imminence,9,0.05,"""I.m@.n@ns"
immoderate,10,0.05,"I.m""A.4@`.r@t"
Holstein,8,0.05,"h""ol.stin"
hooted,6,0.05,"h""u4.@d"
hopefuls,8,0.05,"h""op.fl=z"
horsefly,8,0.05,"h""Ors.fl%aI"
horsehair,9,0.05,"h""Ors.h%Er"
housemother,11,0.05,"h""aUs.m%V.D@`"
housetops,9,0.05,"h""aUs.t%Aps"
humanist,8,0.05,"hj""u.m@n.Ist"
hedged,6,0.05,"h""EdZd"
herbalist,9,0.05,"""3`b.l=.Ist"
heralded,8,0.05,"h""E.r@ld.@d"
hereto,6,0.05,"h%Ir.t""u"
herringbone,11,0.05,"h""E.rIN.b%on"
hexagonal,9,0.05,"hEk.s""a.g@n.l="
histology,9,0.05,"hI.st""A.l@.dZi"
handicrafts,11,0.05,"h""an4.i.kr%afts"
handsaw,7,0.05,"h""and.s%O"
handymen,8,0.05,"h""an4.i.m@n"
harangue,8,0.05,"h@`.r""aN"
harmoniously,12,0.05,"hAr.m""o.ni@s.li"
hatchway,8,0.05,"h""atS.w%e"
hawked,6,0.05,"h""Okt"
headings,8,0.05,"h""E4.INz"
headland,8,0.05,"h""Ed.l@nd"
heartiest,9,0.05,"h""Ar4.i.Ist"
guesstimate,11,0.05,"g""E.st@.m@t"
guestroom,9,0.05,"g""Est.r%um"
gullibility,11,0.05,"g%V.l@.b""Il.@.4i"
gushed,6,0.05,"g""VSt"
guttersnipe,11,0.05,"g""V.4@`.sn%aIp"
gyrate,6,0.05,"dZ""aI.ret"
hallelujahs,11,0.05,"h%a.l@.l""u.j@z"
handbill,8,0.05,"h""and.b%Il"
handcart,8,0.05,"h""and.k%Art"
gourmets,8,0.05,"g""Ur.mez"
grasslands,10,0.05,"gr""as.l%andz"
greenhouses,11,0.05,"gr""in.h%aUz.@z"
greenleaf,9,0.05,"gr""inl%if"
generalize,10,0.05,"dZ""En.r@l.aIz"
generalized,11,0.05,"dZ""En.r@l.aIzd"
geopolitics,11,0.05,"dZ%i.o.p""A.l@.4Iks"
gherkin,7,0.05,"g""3`.kIn"
giblet,6,0.05,"dZ""I.bl@t"
giddiness,9,0.05,"g""I.4i.n@s"
gild,4,0.05,"g""Ild"
giveaways,9,0.05,"g""Iv.@.w%ez"
glaringly,9,0.05,"gl""Er.IN.li"
glassware,9,0.05,"gl""as.w%Er"
globular,8,0.05,"gl""A.bj@l.@`"
globulin,8,0.05,"gl""A.bj@.lIn"
gnash,5,0.05,"n""aS"
gobbles,7,0.05,"g""A.bl=z"
functionally,12,0.05,"f""VNk.Sn=.@l.i"
furrowed,8,0.05,"f""3`.rod"
gabble,6,0.05,"g""a.bl="
gainer,6,0.05,"g""en.@`"
gallants,8,0.05,"g""a.l@nts"
galvanic,8,0.05,"gal.v""a.nIk"
galvanize,9,0.05,"g""al.v@.naIz"
ganglion,8,0.05,"g""aN.gli@n"
gasworks,8,0.05,"g""as.w%3`ks"
formalized,10,0.05,"f""Or.ml=.aIzd"
formless,8,0.05,"f""Orm.l@s"
formulae,8,0.05,"f""Or.mj@.li"
formulaic,9,0.05,"f%Or.mj@.l""e.Ik"
forswear,8,0.05,"fOr.sw""Er"
foundering,10,0.05,"f""aUn.4@`.IN"
foursquare,10,0.05,"f%Or.skw""Er"
fragrances,10,0.05,"fr""e.gr@ns.@z"
frappe,6,0.05,"fra""pe"
freeborn,8,0.05,"fr""i.b%Orn"
freest,6,0.05,"fr""i.Ist"
freestanding,12,0.05,"fr%i.st""an4.IN"
frescoes,8,0.05,"fr""E.skoz"
friars,6,0.05,"fr""aIrz"
frosts,6,0.05,"fr""Osts"
flinty,6,0.05,"fl""In4.i"
florid,6,0.05,"fl""O.r@d"
flouting,8,0.05,"fl""aU4.IN"
fluidity,8,0.05,"flu.""I4.@.4i"
folktale,8,0.05,"f""ok.t%el"
foolery,7,0.05,"f""ul.@`.ri"
footbath,8,0.05,"""fUt.baT"
footer,6,0.05,"f""U4.@`"
foothill,8,0.05,"f""Ut.h%Il"
forbears,8,0.05,"f""Or.bErz"
forehand,8,0.05,"f""Or.hand"
forerunner,10,0.05,"f""Or.r%Vn.@`"
foreshadow,10,0.05,"fOr.S""a.do"
fidget,6,0.05,"f""I.dZ@t"
fielded,7,0.05,"f""ild.@d"
figurative,10,0.05,"f""I.gj@r.@4.Iv"
filigree,8,0.05,"f""I.l@.gri"
filmstrip,9,0.05,"f""Ilm.str%Ip"
finis,5,0.05,"f""I.nIs"
Finns,5,0.05,"f""Inz"
firebomb,8,0.05,"f""aIr.b%Am"
flagrantly,10,0.05,"fl""e.gr@nt.li"
flailed,7,0.05,"fl""eld"
flatness,8,0.05,"fl""at.n@s"
flavorings,10,0.05,"fl""e.v@`.INz"
flaxen,6,0.05,"fl""aks.n="
fleck,5,0.05,"fl""Ek"
fads,4,0.05,"f""adz"
farfetched,10,0.05,"f%Ar.f""EtSt"
farmhouses,10,0.05,"f""Arm.h%aUz.@z"
farsighted,10,0.05,"f%Ar.s""aI4.@d"
fastens,7,0.05,"f""as.n=z"
